PUR,INDIV,SING
652.0,705.0,566.0
701.0,713.0,605.0
661.0,683.0,569.0
627.0,728.0,526.0
629.0,709.0,528.0
657.0,721.0,557.0
663.0,771.0,566.0
687.0,728.0,591.0
655.0,693.0,552.0
681.0,693.0,592.0
704.0,719.0,593.0
691.0,738.0,598.0
663.0,782.0,564.0
668.0,724.0,566.0
711.0,766.0,595.0
687.0,742.0,569.0
703.0,748.0,605.0
666.0,733.0,559.0
667.0,742.0,570.0
662.0,780.0,564.0
656.0,736.0,549.0
675.0,781.0,565.0
700.0,722.0,590.0
695.0,760.0,587.0
683.0,743.0,574.0
683.0,708.0,580.0
711.0,728.0,594.0
698.0,760.0,576.0
669.0,779.0,564.0
664.0,738.0,577.0
686.0,734.0,587.0
659.0,743.0,558.0
701.0,750.0,599.0
691.0,743.0,601.0
669.0,741.0,570.0
669.0,769.0,568.0
684.0,738.0,582.0
680.0,788.0,577.0
697.0,761.0,603.0
719.0,742.0,612.0
707.0,754.0,594.0
690.0,774.0,592.0
692.0,754.0,585.0
707.0,776.0,600.0
681.0,794.0,573.0
671.0,759.0,573.0
678.0,774.0,583.0
645.0,763.0,551.0
739.0,790.0,632.0
701.0,753.0,600.0
675.0,747.0,574.0
701.0,766.0,592.0
723.0,729.0,609.0
696.0,808.0,598.0
697.0,780.0,589.0
695.0,766.0,585.0
729.0,787.0,629.0
701.0,798.0,592.0
675.0,791.0,560.0
676.0,770.0,564.0
686.0,772.0,581.0
668.0,814.0,571.0
699.0,789.0,591.0
690.0,731.0,597.0
675.0,750.0,574.0
702.0,762.0,582.0
698.0,760.0,590.0
732.0,797.0,606.0
748.0,812.0,638.0
692.0,752.0,601.0
709.0,783.0,606.0
712.0,788.0,618.0
713.0,812.0,615.0
718.0,842.0,606.0
706.0,771.0,613.0
733.0,789.0,625.0
712.0,824.0,615.0
690.0,822.0,582.0
672.0,797.0,578.0
685.0,791.0,594.0
708.0,818.0,610.0
708.0,822.0,592.0
738.0,787.0,612.0
710.0,777.0,600.0
680.0,785.0,579.0
733.0,819.0,630.0
748.0,802.0,642.0
728.0,827.0,622.0
755.0,813.0,635.0
660.0,782.0,549.0
697.0,815.0,592.0
708.0,827.0,599.0
709.0,819.0,599.0
693.0,845.0,582.0
742.0,751.0,625.0
730.0,786.0,626.0
715.0,783.0,616.0
736.0,792.0,622.0
746.0,775.0,632.0
765.0,814.0,639.0
728.0,824.0,625.0
751.0,799.0,651.0
733.0,816.0,611.0
761.0,831.0,638.0
786.0,855.0,662.0
790.0,810.0,671.0
742.0,834.0,634.0
739.0,799.0,630.0
769.0,819.0,648.0
764.0,850.0,644.0
751.0,874.0,633.0
748.0,832.0,638.0
747.0,830.0,639.0
772.0,838.0,642.0
755.0,859.0,642.0
739.0,835.0,622.0
777.0,837.0,667.0
797.0,842.0,684.0
804.0,841.0,680.0
746.0,858.0,626.0
788.0,834.0,661.0
779.0,865.0,652.0
838.0,874.0,702.0
806.0,870.0,672.0
778.0,827.0,651.0
756.0,853.0,625.0
776.0,833.0,646.0
774.0,891.0,650.0
763.0,852.0,648.0
738.0,855.0,620.0
774.0,827.0,657.0
757.0,838.0,638.0
774.0,850.0,652.0
747.0,853.0,631.0
769.0,825.0,645.0
743.0,862.0,629.0
736.0,841.0,627.0
765.0,853.0,656.0
782.0,812.0,663.0
800.0,836.0,661.0
770.0,814.0,636.0
768.0,807.0,648.0
760.0,835.0,643.0
724.0,849.0,613.0
729.0,836.0,606.0
761.0,807.0,639.0
769.0,829.0,647.0
720.0,816.0,596.0
764.0,811.0,627.0
794.0,798.0,663.0
767.0,839.0,648.0
766.0,824.0,632.0
751.0,790.0,609.0
739.0,817.0,606.0
770.0,843.0,650.0
736.0,843.0,626.0
716.0,827.0,588.0
718.0,786.0,589.0
699.0,782.0,568.0
710.0,812.0,584.0
694.0,785.0,588.0
691.0,757.0,569.0
689.0,765.0,561.0
659.0,746.0,550.0
634.0,751.0,515.0
628.0,746.0,504.0
598.0,724.0,463.0
569.0,720.0,446.0
539.0,703.0,431.0
548.0,685.0,431.0
565.0,648.0,447.0
552.0,607.0,432.0
555.0,586.0,444.0
542.0,574.0,416.0
522.0,567.0,394.0
512.0,585.0,393.0
488.0,576.0,378.0
515.0,590.0,406.0
471.0,553.0,360.0
491.0,520.0,370.0
500.0,518.0,386.0
523.0,499.0,398.0
469.0,535.0,359.0
479.0,485.0,375.0
487.0,483.0,379.0
494.0,501.0,376.0
465.0,533.0,346.0
487.0,500.0,383.0
471.0,494.0,359.0
479.0,506.0,358.0
463.0,498.0,350.0
479.0,467.0,363.0
486.0,506.0,374.0
470.0,482.0,366.0
479.0,472.0,372.0
454.0,478.0,343.0
471.0,502.0,356.0
446.0,507.0,332.0
435.0,505.0,320.0
441.0,496.0,326.0
426.0,476.0,323.0
456.0,478.0,349.0
443.0,454.0,332.0
468.0,440.0,343.0
434.0,458.0,328.0
431.0,446.0,332.0
432.0,491.0,324.0
484.0,474.0,365.0
475.0,482.0,367.0
486.0,458.0,370.0
448.0,446.0,342.0
445.0,453.0,351.0
432.0,491.0,328.0
431.0,497.0,331.0
443.0,488.0,338.0
430.0,459.0,341.0
434.0,472.0,338.0
449.0,443.0,344.0
461.0,453.0,346.0
435.0,443.0,331.0
443.0,460.0,352.0
479.0,460.0,376.0
473.0,476.0,374.0
434.0,461.0,323.0
423.0,451.0,328.0
426.0,464.0,325.0
456.0,486.0,347.0
422.0,495.0,316.0
461.0,440.0,352.0
458.0,461.0,345.0
460.0,449.0,356.0
404.0,452.0,326.0
440.0,437.0,350.0
450.0,484.0,356.0
447.0,474.0,337.0
452.0,477.0,348.0
459.0,448.0,352.0
463.0,458.0,368.0
451.0,480.0,361.0
441.0,464.0,350.0
453.0,483.0,351.0
449.0,490.0,356.0
433.0,486.0,322.0
443.0,462.0,350.0
437.0,455.0,338.0
432.0,456.0,349.0
456.0,471.0,359.0
440.0,442.0,338.0
448.0,463.0,352.0
464.0,460.0,374.0
485.0,473.0,378.0
426.0,478.0,325.0
449.0,460.0,353.0
497.0,481.0,397.0
442.0,498.0,346.0
479.0,502.0,380.0
493.0,443.0,387.0
458.0,468.0,364.0
433.0,501.0,337.0
481.0,459.0,389.0
458.0,488.0,351.0
472.0,502.0,353.0
487.0,484.0,377.0
466.0,431.0,365.0
453.0,495.0,358.0
438.0,458.0,342.0
448.0,452.0,353.0
432.0,498.0,338.0
457.0,473.0,353.0
470.0,480.0,363.0
459.0,454.0,367.0
475.0,462.0,381.0
494.0,443.0,403.0
467.0,438.0,366.0
494.0,476.0,388.0
492.0,483.0,376.0
478.0,476.0,367.0
489.0,508.0,377.0
489.0,467.0,370.0
501.0,494.0,392.0
510.0,475.0,399.0
479.0,464.0,370.0
489.0,472.0,371.0
495.0,461.0,389.0
466.0,500.0,363.0
452.0,516.0,333.0
462.0,479.0,347.0
469.0,473.0,362.0
463.0,483.0,356.0
512.0,446.0,389.0
475.0,431.0,368.0
505.0,445.0,397.0
497.0,469.0,394.0
491.0,461.0,376.0
499.0,483.0,384.0
510.0,463.0,371.0
485.0,485.0,357.0
503.0,488.0,384.0
539.0,469.0,412.0
524.0,480.0,381.0
517.0,465.0,398.0
474.0,437.0,364.0
447.0,461.0,349.0
449.0,488.0,345.0
484.0,474.0,368.0
500.0,485.0,383.0
478.0,446.0,363.0
479.0,426.0,360.0
480.0,426.0,357.0
461.0,455.0,336.0
463.0,450.0,334.0
458.0,440.0,317.0
482.0,446.0,343.0
511.0,437.0,365.0
464.0,404.0,323.0
432.0,396.0,296.0
442.0,372.0,305.0
414.0,406.0,271.0
407.0,458.0,259.0
419.0,401.0,282.0
420.0,362.0,254.0
395.0,358.0,251.0
407.0,337.0,263.0
382.0,311.0,237.0
370.0,342.0,234.0
367.0,309.0,225.0
361.0,291.0,202.0
341.0,305.0,197.0
388.0,290.0,225.0
361.0,288.0,202.0
379.0,272.0,204.0
400.0,240.0,204.0
378.0,232.0,202.0
378.0,257.0,215.0
389.0,240.0,213.0
393.0,247.0,210.0
409.0,249.0,216.0
406.0,245.0,208.0
398.0,244.0,188.0
375.0,246.0,190.0
381.0,251.0,184.0
416.0,259.0,212.0
377.0,251.0,197.0
436.0,221.0,224.0
421.0,227.0,214.0
443.0,220.0,229.0
442.0,242.0,223.0
426.0,230.0,216.0
451.0,255.0,223.0
492.0,256.0,239.0
500.0,266.0,261.0
474.0,251.0,246.0
500.0,243.0,252.0
498.0,261.0,247.0
492.0,285.0,251.0
538.0,291.0,278.0
539.0,278.0,272.0
547.0,290.0,279.0
578.0,286.0,298.0
617.0,283.0,322.0
612.0,305.0,319.0
667.0,304.0,339.0
708.0,316.0,376.0
755.0,327.0,422.0
811.0,353.0,442.0
917.0,352.0,523.0
1029.0,372.0,597.0
1072.0,401.0,629.0
1227.0,448.0,760.0
1462.0,468.0,881.0
1713.0,555.0,1112.0
2002.0,628.0,1356.0
2387.0,658.0,1639.0
2507.0,789.0,1695.0
2531.0,907.0,1676.0
2289.0,1153.0,1483.0
2012.0,1399.0,1288.0
1690.0,1676.0,1055.0
1432.0,1726.0,891.0
1292.0,1713.0,784.0
1118.0,1528.0,693.0
975.0,1322.0,618.0
900.0,1082.0,565.0
810.0,917.0,501.0
747.0,815.0,448.0
694.0,731.0,414.0
623.0,651.0,388.0
559.0,595.0,338.0
514.0,532.0,311.0
459.0,484.0,279.0
443.0,446.0,257.0
410.0,415.0,250.0
369.0,368.0,224.0
337.0,336.0,193.0
327.0,312.0,197.0
312.0,289.0,177.0
295.0,278.0,178.0
262.0,245.0,158.0
257.0,214.0,150.0
255.0,217.0,146.0
232.0,205.0,134.0
215.0,203.0,125.0
218.0,177.0,131.0
223.0,174.0,140.0
185.0,162.0,112.0
178.0,148.0,105.0
173.0,135.0,92.0
172.0,143.0,99.0
167.0,161.0,98.0
155.0,132.0,90.0
148.0,120.0,87.0
165.0,108.0,93.0
170.0,113.0,94.0
150.0,110.0,78.0
144.0,102.0,69.0
159.0,100.0,87.0
133.0,114.0,73.0
131.0,112.0,63.0
114.0,90.0,56.0
100.0,83.0,54.0
115.0,102.0,59.0
121.0,88.0,61.0
118.0,81.0,64.0
130.0,71.0,74.0
119.0,71.0,61.0
110.0,77.0,50.0
109.0,73.0,55.0
117.0,76.0,58.0
113.0,84.0,58.0
99.0,75.0,45.0
95.0,66.0,40.0
110.0,66.0,57.0
116.0,72.0,52.0
112.0,73.0,54.0
97.0,53.0,43.0
105.0,48.0,49.0
104.0,66.0,52.0
103.0,69.0,46.0
103.0,68.0,46.0
92.0,57.0,41.0
102.0,60.0,44.0
96.0,62.0,50.0
102.0,55.0,51.0
96.0,53.0,43.0
92.0,48.0,38.0
86.0,57.0,42.0
94.0,60.0,48.0
102.0,61.0,52.0
107.0,51.0,48.0
101.0,48.0,46.0
89.0,46.0,37.0
103.0,53.0,51.0
92.0,62.0,44.0
96.0,63.0,50.0
98.0,56.0,50.0
118.0,48.0,62.0
115.0,59.0,54.0
123.0,49.0,64.0
119.0,56.0,51.0
118.0,52.0,47.0
101.0,66.0,55.0
107.0,62.0,58.0
111.0,70.0,50.0
116.0,57.0,54.0
109.0,55.0,46.0
111.0,64.0,46.0
140.0,62.0,71.0
122.0,54.0,54.0
128.0,59.0,61.0
139.0,51.0,59.0
140.0,53.0,69.0
133.0,78.0,61.0
135.0,64.0,65.0
140.0,65.0,50.0
144.0,64.0,57.0
132.0,76.0,62.0
137.0,65.0,63.0
158.0,71.0,76.0
175.0,56.0,84.0
150.0,63.0,68.0
164.0,67.0,72.0
175.0,71.0,80.0
150.0,84.0,74.0
133.0,88.0,62.0
142.0,74.0,66.0
168.0,79.0,84.0
164.0,84.0,85.0
185.0,77.0,86.0
182.0,67.0,78.0
179.0,75.0,72.0
193.0,93.0,77.0
200.0,91.0,94.0
188.0,94.0,86.0
194.0,88.0,90.0
215.0,79.0,96.0
231.0,87.0,105.0
230.0,99.0,95.0
219.0,92.0,96.0
223.0,97.0,95.0
242.0,101.0,100.0
246.0,110.0,106.0
203.0,99.0,95.0
247.0,103.0,117.0
267.0,101.0,122.0
297.0,108.0,145.0
273.0,115.0,122.0
284.0,104.0,137.0
274.0,122.0,130.0
289.0,130.0,135.0
302.0,150.0,145.0
332.0,128.0,157.0
362.0,146.0,176.0
366.0,136.0,162.0
334.0,146.0,147.0
337.0,153.0,163.0
340.0,163.0,171.0
373.0,187.0,182.0
417.0,169.0,202.0
435.0,153.0,220.0
470.0,167.0,249.0
475.0,177.0,259.0
495.0,190.0,266.0
556.0,209.0,296.0
577.0,229.0,311.0
669.0,256.0,377.0
767.0,269.0,417.0
807.0,273.0,450.0
877.0,303.0,477.0
1010.0,316.0,566.0
1137.0,386.0,644.0
1316.0,424.0,762.0
1374.0,460.0,826.0
1573.0,489.0,1011.0
1701.0,581.0,1142.0
1745.0,663.0,1203.0
1615.0,779.0,1173.0
1413.0,843.0,987.0
1244.0,1026.0,852.0
1038.0,1159.0,667.0
879.0,1217.0,584.0
792.0,1187.0,524.0
722.0,1001.0,456.0
648.0,863.0,418.0
581.0,676.0,391.0
513.0,600.0,337.0
441.0,535.0,287.0
414.0,465.0,265.0
374.0,434.0,237.0
345.0,406.0,219.0
318.0,349.0,194.0
306.0,300.0,193.0
285.0,275.0,174.0
255.0,245.0,159.0
231.0,229.0,139.0
223.0,205.0,137.0
210.0,201.0,130.0
200.0,181.0,114.0
175.0,167.0,109.0
181.0,147.0,109.0
180.0,149.0,113.0
157.0,140.0,103.0
136.0,119.0,80.0
137.0,114.0,84.0
127.0,118.0,74.0
121.0,117.0,70.0
117.0,112.0,77.0
107.0,90.0,68.0
103.0,93.0,63.0
97.0,83.0,58.0
92.0,76.0,54.0
70.0,84.0,39.0
85.0,75.0,49.0
102.0,70.0,66.0
91.0,67.0,53.0
87.0,65.0,48.0
81.0,47.0,45.0
77.0,58.0,43.0
69.0,75.0,37.0
65.0,64.0,40.0
62.0,55.0,35.0
61.0,54.0,35.0
71.0,51.0,42.0
70.0,41.0,40.0
55.0,48.0,30.0
52.0,43.0,28.0
58.0,40.0,32.0
58.0,51.0,31.0
59.0,46.0,34.0
53.0,39.0,33.0
53.0,38.0,31.0
47.0,38.0,23.0
37.0,35.0,19.0
31.0,39.0,16.0
28.0,38.0,12.0
35.0,37.0,17.0
40.0,30.0,19.0
37.0,26.0,17.0
36.0,25.0,19.0
42.0,17.0,21.0
32.0,22.0,20.0
35.0,27.0,12.0
42.0,26.0,22.0
32.0,25.0,19.0
29.0,30.0,9.0
35.0,28.0,13.0
29.0,20.0,14.0
23.0,29.0,11.0
32.0,25.0,15.0
27.0,20.0,10.0
27.0,21.0,12.0
27.0,24.0,11.0
29.0,22.0,13.0
25.0,26.0,8.0
29.0,19.0,11.0
23.0,17.0,12.0
17.0,19.0,8.0
27.0,24.0,11.0
23.0,17.0,9.0
26.0,19.0,8.0
24.0,22.0,8.0
27.0,15.0,11.0
19.0,20.0,7.0
29.0,16.0,12.0
23.0,12.0,9.0
15.0,17.0,6.0
20.0,21.0,8.0
19.0,15.0,6.0
18.0,22.0,6.0
23.0,17.0,5.0
21.0,12.0,7.0
18.0,12.0,6.0
20.0,11.0,8.0
16.0,13.0,3.0
23.0,12.0,6.0
21.0,13.0,7.0
19.0,17.0,5.0
17.0,16.0,6.0
19.0,12.0,4.0
25.0,21.0,7.0
19.0,12.0,4.0
23.0,13.0,5.0
21.0,16.0,4.0
14.0,14.0,3.0
15.0,18.0,5.0
20.0,15.0,6.0
14.0,15.0,2.0
17.0,13.0,5.0
21.0,14.0,3.0
16.0,14.0,3.0
21.0,12.0,5.0
18.0,12.0,5.0
11.0,14.0,2.0
18.0,10.0,5.0
14.0,11.0,4.0
11.0,19.0,3.0
15.0,16.0,3.0
12.0,9.0,2.0
14.0,14.0,4.0
15.0,11.0,4.0
17.0,10.0,4.0
8.0,9.0,2.0
13.0,11.0,2.0
21.0,15.0,3.0
17.0,12.0,3.0
19.0,14.0,6.0
16.0,15.0,5.0
16.0,12.0,4.0
12.0,11.0,2.0
11.0,13.0,0.0
8.0,11.0,2.0
10.0,15.0,3.0
13.0,17.0,3.0
16.0,10.0,3.0
17.0,6.0,3.0
14.0,9.0,3.0
9.0,12.0,1.0
16.0,12.0,3.0
14.0,13.0,2.0
13.0,18.0,4.0
13.0,10.0,4.0
15.0,12.0,3.0
10.0,15.0,2.0
19.0,10.0,2.0
17.0,13.0,3.0
17.0,15.0,2.0
14.0,19.0,1.0
13.0,15.0,2.0
13.0,11.0,2.0
14.0,10.0,3.0
13.0,7.0,4.0
7.0,8.0,2.0
10.0,14.0,2.0
19.0,7.0,3.0
12.0,8.0,4.0
13.0,12.0,1.0
20.0,7.0,7.0
12.0,9.0,3.0
11.0,9.0,1.0
12.0,13.0,1.0
17.0,10.0,1.0
15.0,16.0,1.0
12.0,10.0,3.0
13.0,8.0,3.0
18.0,10.0,2.0
15.0,8.0,2.0
7.0,10.0,1.0
12.0,9.0,3.0
12.0,9.0,1.0
14.0,8.0,1.0
11.0,5.0,3.0
14.0,8.0,2.0
10.0,9.0,1.0
11.0,8.0,4.0
11.0,4.0,2.0
12.0,8.0,2.0
13.0,5.0,1.0
15.0,6.0,0.0
11.0,9.0,1.0
18.0,6.0,1.0
14.0,7.0,7.0
15.0,6.0,3.0
18.0,8.0,2.0
10.0,7.0,3.0
9.0,12.0,1.0
11.0,10.0,1.0
14.0,6.0,2.0
14.0,11.0,2.0
15.0,10.0,3.0
13.0,7.0,0.0
8.0,5.0,1.0
10.0,6.0,2.0
8.0,9.0,0.0
16.0,7.0,2.0
15.0,9.0,1.0
11.0,9.0,2.0
16.0,7.0,1.0
20.0,7.0,0.0
20.0,6.0,1.0
12.0,8.0,2.0
19.0,7.0,2.0
18.0,14.0,1.0
18.0,9.0,1.0
19.0,6.0,3.0
19.0,8.0,4.0
14.0,11.0,2.0
9.0,15.0,2.0
12.0,11.0,2.0
15.0,11.0,2.0
10.0,10.0,1.0
14.0,11.0,1.0
12.0,7.0,3.0
14.0,7.0,2.0
15.0,12.0,0.0
8.0,11.0,1.0
8.0,7.0,1.0
7.0,10.0,2.0
12.0,12.0,2.0
12.0,11.0,2.0
14.0,7.0,0.0
14.0,7.0,1.0
12.0,14.0,1.0
10.0,9.0,1.0
13.0,8.0,1.0
15.0,9.0,1.0
11.0,6.0,1.0
10.0,8.0,1.0
9.0,10.0,2.0
7.0,9.0,0.0
10.0,13.0,1.0
12.0,12.0,1.0
15.0,6.0,3.0
8.0,10.0,1.0
14.0,8.0,1.0
15.0,11.0,0.0
12.0,9.0,3.0
10.0,8.0,1.0
13.0,8.0,0.0
14.0,8.0,1.0
12.0,10.0,1.0
10.0,10.0,0.0
6.0,13.0,4.0
5.0,10.0,2.0
12.0,8.0,1.0
16.0,8.0,0.0
13.0,9.0,1.0
14.0,11.0,1.0
12.0,9.0,1.0
14.0,9.0,1.0
9.0,14.0,0.0
6.0,8.0,1.0
11.0,5.0,1.0
14.0,10.0,0.0
12.0,10.0,2.0
13.0,9.0,1.0
15.0,12.0,1.0
9.0,11.0,0.0
12.0,10.0,1.0
11.0,11.0,2.0
13.0,12.0,1.0
12.0,13.0,0.0
14.0,11.0,1.0
12.0,10.0,2.0
12.0,11.0,1.0
11.0,9.0,1.0
11.0,10.0,2.0
11.0,12.0,1.0
10.0,10.0,0.0
9.0,15.0,1.0
12.0,11.0,1.0
12.0,11.0,3.0
7.0,14.0,1.0
7.0,14.0,2.0
8.0,19.0,1.0
11.0,16.0,1.0
15.0,18.0,0.0
18.0,15.0,1.0
14.0,14.0,1.0
13.0,10.0,2.0
12.0,15.0,1.0
14.0,19.0,0.0
12.0,14.0,3.0
9.0,18.0,1.0
13.0,15.0,1.0
14.0,12.0,1.0
14.0,17.0,1.0
16.0,15.0,2.0
8.0,17.0,1.0
7.0,16.0,0.0
12.0,16.0,1.0
12.0,17.0,3.0
8.0,19.0,0.0
12.0,11.0,1.0
15.0,13.0,1.0
9.0,11.0,1.0
9.0,12.0,1.0
9.0,12.0,1.0
12.0,18.0,2.0
13.0,11.0,0.0
9.0,12.0,1.0
10.0,14.0,1.0
13.0,12.0,0.0
13.0,13.0,2.0
9.0,13.0,2.0
13.0,19.0,1.0
9.0,15.0,2.0
12.0,15.0,0.0
12.0,17.0,1.0
9.0,16.0,1.0
10.0,14.0,0.0
14.0,8.0,1.0
16.0,13.0,2.0
14.0,13.0,2.0
14.0,12.0,1.0
10.0,13.0,3.0
12.0,13.0,0.0
9.0,15.0,2.0
11.0,11.0,1.0
13.0,13.0,0.0
15.0,14.0,1.0
14.0,17.0,1.0
12.0,17.0,0.0
11.0,10.0,2.0
8.0,17.0,2.0
12.0,14.0,0.0
11.0,14.0,2.0
9.0,14.0,1.0
13.0,7.0,0.0
15.0,13.0,1.0
9.0,12.0,2.0
8.0,10.0,0.0
13.0,13.0,1.0
12.0,15.0,1.0
13.0,13.0,0.0
14.0,17.0,2.0
18.0,14.0,3.0
11.0,18.0,3.0
11.0,17.0,1.0
10.0,22.0,2.0
10.0,16.0,1.0
12.0,13.0,0.0
14.0,13.0,2.0
12.0,18.0,1.0
18.0,14.0,1.0
13.0,7.0,0.0
11.0,8.0,1.0
16.0,15.0,1.0
16.0,16.0,0.0
12.0,16.0,1.0
11.0,20.0,1.0
15.0,22.0,0.0
15.0,14.0,2.0
12.0,14.0,1.0
16.0,22.0,0.0
13.0,16.0,2.0
8.0,20.0,2.0
16.0,20.0,1.0
16.0,19.0,1.0
12.0,17.0,0.0
14.0,18.0,1.0
13.0,20.0,1.0
12.0,16.0,1.0
15.0,16.0,3.0
16.0,9.0,1.0
23.0,15.0,1.0
19.0,12.0,1.0
12.0,17.0,1.0
14.0,15.0,0.0
10.0,11.0,1.0
9.0,15.0,1.0
17.0,22.0,0.0
14.0,16.0,1.0
23.0,19.0,1.0
15.0,22.0,2.0
16.0,20.0,2.0
21.0,20.0,1.0
13.0,16.0,0.0
9.0,22.0,1.0
6.0,16.0,1.0
15.0,17.0,0.0
21.0,17.0,3.0
17.0,17.0,1.0
15.0,18.0,1.0
17.0,9.0,1.0
15.0,18.0,1.0
15.0,21.0,1.0
14.0,18.0,2.0
16.0,16.0,2.0
10.0,13.0,1.0
10.0,17.0,2.0
19.0,17.0,1.0
14.0,13.0,0.0
20.0,18.0,3.0
14.0,21.0,1.0
13.0,22.0,1.0
20.0,11.0,2.0
23.0,14.0,1.0
17.0,15.0,0.0
15.0,12.0,3.0
17.0,18.0,1.0
18.0,23.0,1.0
17.0,21.0,1.0
16.0,16.0,0.0
12.0,20.0,1.0
18.0,22.0,1.0
18.0,28.0,1.0
16.0,24.0,1.0
13.0,17.0,0.0
18.0,18.0,2.0
15.0,17.0,1.0
15.0,20.0,1.0
24.0,21.0,0.0
23.0,14.0,1.0
16.0,18.0,1.0
14.0,11.0,0.0
17.0,16.0,1.0
18.0,17.0,1.0
17.0,28.0,1.0
15.0,23.0,2.0
12.0,14.0,2.0
23.0,18.0,0.0
15.0,12.0,1.0
11.0,12.0,1.0
23.0,13.0,1.0
19.0,16.0,1.0
16.0,16.0,1.0
14.0,17.0,0.0
10.0,18.0,1.0
11.0,18.0,1.0
14.0,20.0,1.0
20.0,21.0,1.0
22.0,15.0,1.0
27.0,18.0,0.0
23.0,20.0,1.0
20.0,19.0,2.0
17.0,21.0,1.0
16.0,17.0,0.0
18.0,21.0,1.0
16.0,19.0,1.0
19.0,13.0,1.0
12.0,14.0,1.0
20.0,22.0,0.0
13.0,25.0,1.0
16.0,23.0,1.0
11.0,20.0,0.0
14.0,24.0,1.0
13.0,25.0,1.0
17.0,24.0,0.0
15.0,19.0,5.0
15.0,19.0,1.0
13.0,24.0,1.0
17.0,24.0,2.0
18.0,23.0,1.0
16.0,25.0,0.0
25.0,20.0,5.0
15.0,24.0,2.0
13.0,16.0,0.0
13.0,26.0,2.0
11.0,23.0,1.0
14.0,25.0,1.0
16.0,19.0,0.0
18.0,26.0,1.0
18.0,25.0,1.0
17.0,20.0,2.0
18.0,23.0,0.0
15.0,24.0,3.0
18.0,18.0,1.0
32.0,22.0,1.0
19.0,27.0,0.0
16.0,23.0,3.0
18.0,21.0,1.0
13.0,26.0,0.0
21.0,25.0,1.0
17.0,17.0,1.0
20.0,19.0,1.0
12.0,31.0,1.0
18.0,29.0,1.0
24.0,24.0,0.0
19.0,19.0,1.0
18.0,18.0,1.0
22.0,21.0,2.0
26.0,26.0,1.0
19.0,16.0,0.0
